,instance_date,actual_worth,row_status_code,property_type_en,property_sub_type_en,area_name_en,actual_area,worth_per_sqft
2297,07/23/2014,148368.94311608904,Completed,Unit,Office,Business Bay,129.04,1149.7903217303863
2298,07/23/2014,333830.12201120035,Completed,Building,Villa,Al Thanyah Third,306.52,1089.0973574683555
2299,07/23/2014,155103.70618201458,Completed,Unit,Flat,Marsa Dubai,242.8,638.8126284267487
2300,07/23/2014,53590.86225353137,Completed,Unit,Flat,Marsa Dubai,48.0,1116.4762969485703
2307,08/14/2014,211774.18840333502,Completed,Unit,Hotel Apartment,Burj Khalifa,48.22,4391.833023710805
2308,08/21/2014,111276.7073370668,Completed,Unit,Flat,Marsa Dubai,99.76,1115.444139305
2309,08/25/2014,192651.36043193168,Completed,Unit,Flat,Marsa Dubai,126.98,1517.1787717115426
2310,08/26/2014,99616.3179131018,Completed,Unit,Office,Al Thanyah Fifth,103.96,958.2177559936688
2318,09/15/2014,341860.2201350009,Completed,Unit,Flat,Palm Jumeirah,194.6,1756.7328886690693
2319,09/16/2014,186182.91961889956,Completed,Unit,Flat,Burj Khalifa,141.31,1317.5494983999686
2320,09/23/2014,227217.46658545942,Completed,Unit,Flat,Palm Jumeirah,189.7,1197.7726230124376
2321,09/24/2014,121996.28929273266,Completed,Unit,Flat,Al Thanyah Fifth,138.89,878.3662559776275
2322,09/24/2014,193320.28181197058,Completed,Unit,Flat,Marsa Dubai,121.05,1597.0283503673736
2328,06/16/2014,70148.24282951443,Completed,Unit,Flat,Me'Aisem First,109.81,638.8147056690141
2329,06/16/2014,51981.0592207218,Completed,Unit,Flat,Jabal Ali,93.0,558.9361206529226
2330,06/16/2014,50574.81837786751,Completed,Unit,Flat,Wadi Al Safa 5,79.17,638.8129137030126
2331,06/24/2014,218871.26842835004,Completed,Unit,Flat,Al Thanyah Fifth,182.73,1197.7850841588686
2335,07/17/2014,33383.01220112004,Completed,Unit,Flat,Al Warsan First,45.51,733.5313601652392
2336,07/17/2014,29673.788623217813,Completed,Unit,Flat,Al Warsan First,41.07,722.5173757783738
2337,07/21/2014,226314.56738212644,Completed,Unit,Flat,Marsa Dubai,141.71,1597.0260911871176
2338,07/24/2014,907622.2318991744,Completed,Unit,Flat,Marsa Dubai,494.19,1836.5855883347992
2343,08/14/2014,183339.50300855123,Completed,Unit,Flat,Burj Khalifa,127.56,1437.2805190385013
2344,08/17/2014,149228.370219089,Completed,Unit,Flat,Al Thanyah Fifth,114.16,1307.186144175622
2345,08/17/2014,519291.30090631166,Completed,Unit,Flat,Marsa Dubai,378.77,1370.993745297441
2346,08/20/2014,338281.19030468306,Completed,Unit,Flat,Marsa Dubai,211.86,1596.7204300230485
2347,08/20/2014,389087.6126027547,Completed,Unit,Flat,Burj Khalifa,152.27,2555.2479976538693
2348,08/24/2014,222553.4146741336,Completed,Building,Villa,Al Thanayah Fourth,191.6,1161.552268654142
2349,08/24/2014,80418.41525648169,Completed,Unit,Flat,Marsa Dubai,100.71,798.5146982075433
2350,08/25/2014,140936.6976485748,Completed,Unit,Flat,Burj Khalifa,126.07,1117.9241504606553
2351,08/25/2014,32339.83016207081,Completed,Unit,Flat,Al Warsan First,45.0,718.6628924904625
2352,08/27/2014,114849.57985624534,Completed,Unit,Office,Business Bay,158.34,725.3352270825145
2359,09/15/2014,148066.27047213222,Completed,Unit,Office,Al Thanyah Fifth,168.57,878.3666753997285
2360,09/15/2014,127591.50469105506,Completed,Unit,Office,Al Thanyah Fifth,177.54,718.6634262197537
2361,09/21/2014,256276.04338604634,Completed,Unit,Flat,Marsa Dubai,178.3,1437.330585451746
2362,09/21/2014,223418.10887461415,Completed,Unit,Flat,Marsa Dubai,174.87,1277.623999969201
2363,09/25/2014,207082.9107909474,Completed,Unit,Flat,Al Thanyah Third,152.55,1357.475652513585
2364,09/25/2014,59375.76734562768,Completed,Unit,Flat,Marsa Dubai,37.18,1596.9813702428103
2365,09/28/2014,408014.5935692449,Completed,Building,Villa,Al Thanayah Fourth,242.57,1682.0488665920968
2366,09/28/2014,157868.04214568197,Completed,Unit,Hotel Apartment,Burj Khalifa,48.22,3273.9121141783903
2372,06/17/2014,370922.3577902226,Completed,Unit,Flat,Burj Khalifa,143.63,2582.4852592788598
2373,06/17/2014,63526.53689824339,Completed,Unit,Office,Burj Khalifa,58.93,1077.9999473654061
2374,06/18/2014,70111.74406950788,Completed,Unit,Flat,Marsa Dubai,67.54,1038.0773477866135
2375,06/19/2014,222553.4146741336,Completed,Building,Villa,Wadi Al Safa 6,320.94,693.4424337076513
2376,06/23/2014,54673.95553827882,Completed,Unit,Flat,Al Hebiah Fourth,68.5,798.1599348653842
2377,06/24/2014,94556.71439942849,Completed,Unit,Office,Business Bay,98.68,958.2155897793725
2378,06/26/2014,46832.953632479745,Completed,Unit,Flat,Al Warsan First,69.0,678.7384584417355
2380,07/15/2014,229971.86182993805,Completed,Building,Villa,Al Thanayah Fourth,257.3,893.7888139523437
2381,07/16/2014,38568.28420961268,Completed,Unit,Flat,Al Warsan First,69.0,558.9606407190244
2382,07/16/2014,178042.73173930688,Completed,Building,Villa,Al Thanayah Fourth,380.43,468.0039211926159
2383,07/17/2014,259645.65045315583,Completed,Building,Villa,Al Thanyah Third,369.3,703.0751433879118
2393,08/17/2014,211425.7439404269,Completed,Building,Villa,Wadi Al Safa 6,332.5,635.8668990689531
2394,08/19/2014,57493.11382642763,Completed,Unit,Flat,Jabal Ali,90.0,638.8123758491959
2395,08/20/2014,106965.84769482882,Completed,Unit,Flat,Business Bay,74.42,1437.3266285249774
2396,08/20/2014,89254.8244016466,Completed,Unit,Flat,Al Thanyah Third,69.86,1277.6241683602434
2397,08/24/2014,123082.27577187089,Completed,Unit,Flat,Al Thanyah Third,90.67,1357.475193248824
2398,08/28/2014,34124.85691670048,Completed,Unit,Flat,Jabal Ali,51.0,669.1148415039311
2406,09/16/2014,200298.07320672023,Completed,Building,Villa,Al Thanayah Fourth,289.12,692.7852559723307
2407,09/16/2014,192879.62605091577,Completed,Building,Villa,Al Thanayah Fourth,172.5,1118.1427597154538
2408,09/16/2014,97029.134467515,Completed,Unit,Office,Al Thanyah First,104.52,928.3307928388348
2409,09/16/2014,107448.04675995611,Completed,Unit,Flat,Al Thanyah Fifth,134.56,798.5140217000305
2410,09/21/2014,161306.71495581203,Completed,Unit,Flat,Burj Khalifa,84.17,1916.4395266224549
2411,09/21/2014,318993.2276995915,Completed,Building,Villa,Al Thanayah Fourth,382.37,834.2527596296558
2412,09/23/2014,39495.81265750291,Completed,Unit,Flat,Jabal Ali,45.0,877.6847257222869
2413,09/24/2014,166222.77151702053,Completed,Unit,Flat,Al Thanyah Third,122.45,1357.4746551002086
2414,09/29/2014,333830.12201120035,Completed,Building,Villa,Al Thanayah Fourth,362.57,920.7328847152284
2415,09/30/2014,90264.10413719379,Completed,Unit,Office,Burj Khalifa,94.2,958.2176659999341
2416,09/30/2014,90446.2270148688,Completed,Unit,Office,Burj Khalifa,94.39,958.218317775917
2417,09/30/2014,65813.56997190634,Completed,Unit,Flat,Burj Khalifa,41.21,1597.029118464119
2418,09/30/2014,67634.20527288386,Completed,Unit,Flat,Burj Khalifa,42.35,1597.0296404458998
2427,06/17/2014,100823.15089640806,Completed,Unit,Office,Burj Khalifa,81.46,1237.7013368083485
2428,06/18/2014,122769.95914661152,Completed,Unit,Flat,Jabal Ali First,139.77,878.3713182128605
2429,06/22/2014,174472.97496793378,Completed,Unit,Flat,Burj Khalifa,91.04,1916.4430466600809
2430,06/22/2014,208884.70323614922,Completed,Unit,Office,Al Thanyah Fifth,237.81,878.368038501952
2431,06/26/2014,39127.115833859425,Completed,Unit,Flat,Jabal Ali,49.0,798.5125680379474
2432,06/29/2014,39127.115833859425,Completed,Unit,Flat,Jabal Ali,49.0,798.5125680379474
2433,06/29/2014,260150.10485975054,Completed,Unit,Flat,Palm Jumeirah,203.62,1277.6255026998847
2434,06/30/2014,259645.65045315583,Completed,Building,Villa,Wadi Al Safa 6,368.08,705.4054837349377
2438,07/16/2014,38009.52676983748,Completed,Unit,Flat,Al Warsan First,68.0,558.9636289681982
2439,07/16/2014,24873.534022111424,Completed,Unit,Flat,Al Warsan First,44.5,558.955820721605
2440,07/16/2014,24873.534022111424,Completed,Unit,Flat,Al Warsan First,44.5,558.955820721605
2441,07/17/2014,33383.01220112004,Completed,Unit,Flat,Al Warsan First,45.42,734.9848569158969
2442,07/17/2014,33383.01220112004,Completed,Unit,Flat,Al Warsan First,45.51,733.5313601652392
2443,07/22/2014,235646.6771662422,Completed,Unit,Office,Al Thanyah Fifth,245.92,958.2249396805555
2444,07/22/2014,134951.6428522149,Completed,Unit,Office,Burj Khalifa,108.32,1245.8608091969618
2449,08/25/2014,105025.4786567566,Completed,Unit,Flat,Marsa Dubai,73.07,1437.3269283804107
2450,08/26/2014,267726.1198331443,Completed,Unit,Flat,Marsa Dubai,223.52,1197.7725475713328
2451,08/26/2014,97747.83362796932,Completed,Unit,Office,Al Thanyah Fifth,102.01,958.2181514358329
2457,09/21/2014,40357.76203253583,Completed,Unit,Flat,Al Warsan First,59.64,676.6895042343365
2458,09/29/2014,149445.28561392473,Completed,Unit,Flat,Business Bay,85.07,1756.7331093678704
2459,09/30/2014,482199.06512728945,Completed,Building,Villa,Dubai Investment Park First,838.12,575.3341587449165
2460,09/30/2014,221124.77012086878,Completed,Unit,Flat,Palm Jumeirah,120.4,1836.5844694424316
2461,09/30/2014,132646.13784513398,Completed,Unit,Office,Al Thanyah First,138.62,956.9047601005193
2462,09/30/2014,385666.74406579864,Completed,Unit,Flat,Palm Jumeirah,155.8,2475.3963033748305
2463,09/30/2014,105021.47269529248,Completed,Unit,Flat,Burj Khalifa,101.17,1038.0693159562368
2464,09/30/2014,163124.6054313419,Completed,Unit,Flat,Marsa Dubai,136.19,1197.772269853454
2472,06/17/2014,237390.3089857425,Completed,Building,Villa,Al Thanayah Fourth,255.0,930.9423881793824
2473,06/18/2014,295050.41205764725,Completed,Unit,Office,Burj Khalifa,175.95,1676.899187596745
2474,06/23/2014,166551.55709496577,Completed,Unit,Flat,Marsa Dubai,160.46,1037.9630879656347
2475,06/24/2014,45068.55016094321,Completed,Unit,Flat,Al Barsha South Fourth,56.44,798.5214415475409
2476,06/26/2014,333830.12201120035,Completed,Unit,Flat,Marsa Dubai,185.88,1795.9442759371657
2481,07/16/2014,38568.28420961268,Completed,Unit,Flat,Al Warsan First,69.0,558.9606407190244
2482,07/16/2014,38568.28420961268,Completed,Unit,Flat,Al Warsan First,69.0,558.9606407190244
2483,07/16/2014,38568.28420961268,Completed,Unit,Flat,Al Warsan First,69.0,558.9606407190244
2484,07/16/2014,51341.29233800522,Completed,Unit,Flat,Al Barsha South Fourth,58.45,878.3796807186523
2485,07/17/2014,43439.459165528555,Completed,Unit,Flat,Al Warsan First,68.0,638.8155759636552
2486,07/21/2014,267064.0976089603,Completed,Building,Villa,Al Thanayah Fourth,352.24,758.1878764733144
2495,08/17/2014,191473.90449936237,Completed,Unit,Flat,Al Thanyah Third,191.83,998.1436923284281
2496,08/19/2014,32339.83016207081,Completed,Unit,Flat,Al Warsan First,45.0,718.6628924904625
2497,08/21/2014,283659.68318779574,Completed,Unit,Flat,Burj Khalifa,161.47,1756.733035163162
2498,08/21/2014,107627.05388982568,Completed,Unit,Flat,Business Bay,74.88,1437.32710857139
2499,08/26/2014,61173.99893619468,Completed,Unit,Flat,Nadd Hessa,76.61,798.5119297245096
2500,08/28/2014,286139.8926253959,Completed,Unit,Flat,Palm Jumeirah,155.8,1836.584676671347
2501,08/28/2014,286139.8926253959,Completed,Unit,Flat,Palm Jumeirah,155.8,1836.584676671347
2504,09/14/2014,482199.06512728945,Completed,Unit,Flat,Marsa Dubai,421.59,1143.7630520820928
2505,09/14/2014,27788.31609409855,Completed,Unit,Flat,Al Warsan First,43.5,638.8118642321506
2506,09/16/2014,68602.01588883012,Completed,Unit,Flat,Al Barsha South Fourth,107.39,638.8119553853256
2507,09/16/2014,233309.34702086292,Completed,Unit,Flat,Burj Khalifa,171.87,1357.4756910505785
2508,09/18/2014,434755.05400258605,Completed,Unit,Flat,Al Thanyah Fifth,573.11,758.5891957958961
2509,09/21/2014,111276.7073370668,Completed,Unit,Flat,Business Bay,86.49,1286.5846610829783
2510,09/21/2014,259645.65045315583,Completed,Unit,Flat,Palm Jumeirah,185.22,1401.8229697287325
2511,09/24/2014,422851.4878808538,Completed,Building,Villa,Al Hebiah First,400.0,1057.1287197021345
2520,06/16/2014,408014.5935692449,Completed,Unit,Flat,Marsa Dubai,330.15,1235.8461110684384
2521,06/26/2014,67453.71445358315,Completed,Unit,Flat,Al Barsha South Fourth,93.86,718.6630561856291
2529,07/16/2014,48219.90651272894,Completed,Unit,Flat,Al Warsan First,67.0,719.7000972049096
2530,07/23/2014,133532.04880448015,Completed,Unit,Office,Business Bay,109.43,1220.2508343642523
2531,07/24/2014,89741.10361270959,Completed,Unit,Flat,Marsa Dubai,86.45,1038.0694460695152
2545,08/14/2014,130752.05991731399,Completed,Unit,Flat,Burj Khalifa,51.17,2555.248386111276
2546,08/14/2014,102433.5474049901,Completed,Unit,Flat,Burj Khalifa,85.52,1197.7730052033455
2547,08/17/2014,928193.8084156348,Completed,Unit,Office,Burj Khalifa,581.2,1597.0299525389448
2548,08/17/2014,214641.64078246814,Completed,Unit,Flat,Burj Khalifa,116.87,1836.5845878537532
2549,08/18/2014,179996.45398225953,Completed,Unit,Flat,Burj Khalifa,125.23,1437.32695026958
2550,08/19/2014,31621.20518608804,Completed,Unit,Flat,Al Warsan First,44.0,718.6637542292736
2551,08/19/2014,153564.00747482735,Completed,Unit,Flat,Marsa Dubai,106.84,1437.326913841514
2552,08/20/2014,124692.89483386758,Completed,Unit,Flat,Marsa Dubai,141.96,878.3664048595913
2553,08/21/2014,77213.20097834482,Completed,Unit,Flat,Al Hebiah Fifth,107.44,718.6634491655326
2554,08/24/2014,80418.41525648169,Completed,Unit,Flat,Marsa Dubai,100.71,798.5146982075433
2555,08/25/2014,32339.83016207081,Completed,Unit,Flat,Al Warsan First,45.0,718.6628924904625
2556,08/26/2014,231661.19061625784,Completed,Unit,Flat,Burj Khalifa,138.15,1676.8815824557207
2557,08/26/2014,63056.80082433784,Completed,Unit,Flat,Jabal Ali,90.0,700.6311202704205
2563,09/17/2014,43026.99350366583,Completed,Unit,Flat,Mirdif,47.05,914.4950797803577
2564,09/17/2014,383320.7343372471,Completed,Unit,Flat,Marsa Dubai,266.69,1437.326987653257
2565,09/18/2014,58527.98720466235,Completed,Unit,Flat,Al Thanyah Third,40.72,1437.327780075205
2573,06/16/2014,188725.29564366527,Completed,Unit,Flat,Al Thanyah Fifth,196.96,958.1909811315255
2574,06/16/2014,128190.76685230095,Completed,Unit,Flat,Marsa Dubai,50.17,2555.1279021786117
2575,06/17/2014,61285.64656588953,Completed,Unit,Office,Burj Khalifa,61.4,998.1375662196992
2576,06/22/2014,20333.66691617377,Completed,Unit,Flat,Al Thanyah Fifth,31.83,638.8208267726601
2577,06/22/2014,252227.20329735137,Completed,Building,Villa,Al Thanayah Fourth,419.37,601.4431249191678
2578,06/22/2014,165115.0489877158,Completed,Unit,Flat,Marsa Dubai,108.83,1517.183212236661
2579,06/23/2014,93195.7260842246,Completed,Unit,Flat,Al Barsha South Fourth,116.71,798.5239146964665
2580,06/23/2014,589051.484765106,Completed,Unit,Flat,Burj Khalifa,189.15,3114.202932937383
2581,06/24/2014,107918.07957174789,Completed,Unit,Office,Al Thanyah Fifth,103.96,1038.0731009210072
2582,06/25/2014,23158.75996204722,Completed,Unit,Flat,Burj Khalifa,109.03,212.40722702051931
2583,06/26/2014,36604.10195617033,Completed,Unit,Flat,Jabal Ali,45.84,798.5188035813771
2587,07/14/2014,148597.8022108456,Completed,Unit,Flat,Marsa Dubai,177.23,838.4460994800294
2588,07/16/2014,183887.28114653585,Completed,Unit,Flat,Marsa Dubai,164.49,1117.9237713328216
2589,07/16/2014,24873.534022111424,Completed,Unit,Flat,Al Warsan First,44.5,558.955820721605
2590,07/16/2014,54298.878850081346,Completed,Unit,Flat,Al Warsan First,85.0,638.8103394127218
2591,07/17/2014,259645.65045315583,Completed,Building,Villa,Al Thanayah Fourth,255.04,1018.0585416136913
2592,07/17/2014,270995.87460153666,Completed,Unit,Flat,Marsa Dubai,130.53,2076.1194713976606
2593,07/17/2014,29673.788623217813,Completed,Unit,Flat,Al Warsan First,41.07,722.5173757783738
2594,07/17/2014,33383.01220112004,Completed,Unit,Flat,Al Warsan First,45.42,734.9848569158969
2595,07/17/2014,259645.65045315583,Completed,Building,Villa,Al Thanayah Fourth,255.05,1018.0186255759883
2596,07/20/2014,63242.11363428984,Completed,Unit,Flat,Jabal Ali,88.0,718.6603822078391
2597,07/21/2014,139324.52071267538,Completed,Unit,Flat,Al Hebiah Fifth,205.27,678.737860927926
2598,07/21/2014,111276.7073370668,Completed,Unit,Flat,Al Thanyah Third,79.99,1391.132733304998
2599,07/21/2014,259645.65045315583,Completed,Building,Villa,Al Thanayah Fourth,384.49,675.2988385995886
2600,07/22/2014,121653.63121860605,Completed,Unit,Flat,Marsa Dubai,138.5,878.3655683653867
2609,08/14/2014,222553.4146741336,Completed,Unit,Flat,Palm Jumeirah,120.4,1848.4502879911427
2610,08/26/2014,193665.46215813013,Completed,Unit,Flat,Marsa Dubai,134.74,1437.3271645994516
2611,08/27/2014,218186.24901798306,Completed,Unit,Flat,Burj Khalifa,151.8,1437.3270686296644
2612,08/28/2014,57612.84756352231,Completed,Unit,Flat,Al Hebiah Fifth,72.15,798.5148657452849
2613,08/31/2014,176767.27811980943,Completed,Unit,Flat,Marsa Dubai,221.37,798.515056781901
2621,09/15/2014,46339.33015873252,Completed,Unit,Flat,Al Thanyah Fifth,44.64,1038.0674318712481
2622,09/18/2014,412886.58455434797,Completed,Unit,Flat,Burj Khalifa,143.63,2874.654212590322
2629,06/16/2014,177402.3713808178,Completed,Unit,Office,Al Thanyah Fifth,158.69,1117.917772895695
2630,06/17/2014,233280.48926142685,Completed,Unit,Flat,Burj Khalifa,113.43,2056.6030967242073
2631,06/19/2014,111276.7073370668,Completed,Unit,Flat,Al Thanyah Third,67.22,1655.4107012357451
2632,06/22/2014,321657.9339179564,Completed,Unit,Flat,Marsa Dubai,201.41,1597.0306038327612
2633,06/22/2014,112297.78240359171,Completed,Unit,Flat,Marsa Dubai,78.13,1437.3196263098903
2634,06/23/2014,133472.70122723372,Completed,Unit,Flat,Marsa Dubai,128.59,1037.9710803890948
2635,06/25/2014,215426.3641226091,Completed,Unit,Flat,Burj Khalifa,112.41,1916.4341617525943
2636,06/30/2014,296737.8862321781,Completed,Unit,Flat,Rega Al Buteen,316.71,936.938796476834
2642,07/17/2014,181882.51998715126,Completed,Unit,Flat,Marsa Dubai,119.88,1517.204871431025
2643,07/17/2014,29673.788623217813,Completed,Unit,Flat,Al Warsan First,41.07,722.5173757783738
2644,07/20/2014,66766.02440224007,Completed,Unit,Flat,Al Thanyah First,60.68,1100.2970402478588
2652,08/14/2014,199414.09104363457,Completed,Unit,Flat,Burj Khalifa,69.37,2874.6445299644597
2653,08/20/2014,193943.35718858655,Completed,Unit,Flat,Burj Khalifa,151.8,1277.6242239037322
2654,08/20/2014,200298.07320672023,Completed,Building,Villa,Al Thanayah Fourth,255.01,785.4518379934914
2655,08/26/2014,242692.64409035372,Completed,Unit,Flat,Burj Khalifa,138.15,1756.7328562457742
2656,08/26/2014,593475.7724643562,Completed,Unit,Flat,Marsa Dubai,633.68,936.5543688681294
2657,08/27/2014,264550.80189704534,Completed,Unit,Flat,Marsa Dubai,200.79,1317.5496882167706
2658,08/27/2014,200298.07320672023,Completed,Building,Villa,Al Thanayah Fourth,252.98,791.7545782540922
2659,08/28/2014,38690.91114109812,Completed,Unit,Flat,Jabal Ali,51.0,758.6453164921201
2661,09/15/2014,93413.45750824746,Completed,Unit,Flat,Al Thanyah Fifth,83.56,1117.9207456707452
2662,09/15/2014,106097.88937759971,Completed,Unit,Flat,Al Thanyah First,120.79,878.3664986969096
2663,09/23/2014,43436.04667983689,Completed,Unit,Flat,Al Barsha South Fourth,60.44,718.6639093288697
2664,09/25/2014,266836.5738346918,Completed,Unit,Flat,Al Thanyah Third,238.69,1117.9210433394435
2669,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,89.0,666.8267106341082
2670,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,89.0,666.8267106341082
2671,10/13/2014,148368.94311608904,Completed,Unit,Office,Burj Khalifa,189.61,782.4953489588578
2672,10/16/2014,222553.4146741336,Completed,Unit,Flat,Marsa Dubai,108.95,2042.7114701618502
2673,10/16/2014,159496.61384979574,Completed,Unit,Flat,Palm Jumeirah,124.32,1282.9521706064652
2674,10/20/2014,178042.73173930688,Completed,Unit,Flat,Marsa Dubai,129.23,1377.7198153625852
2675,10/20/2014,118695.15449287125,Completed,Unit,Flat,Marsa Dubai,80.33,1477.5943544487895
2676,10/23/2014,30415.63333879826,Completed,Unit,Flat,Jabal Ali,45.0,675.9029630844058
2677,10/27/2014,123086.87520910747,Completed,Unit,Flat,Marsa Dubai,96.34,1277.6300104744391
2678,10/29/2014,304270.57747418195,Completed,Unit,Flat,Palm Jumeirah,254.03,1197.7741899546586
2688,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,90.0,659.4175249603959
2689,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,92.0,645.0823613743003
2690,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,93.0,638.1459918971573
2691,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,90.0,659.4175249603959
2692,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,90.0,659.4175249603959
2693,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,90.0,659.4175249603959
2694,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,89.0,666.8267106341082
2695,10/14/2014,240237.50900414024,Completed,Unit,Flat,Palm Jumeirah,200.57,1197.7738894358092
2696,10/30/2014,92891.49556636505,Completed,Unit,Flat,Al Thanyah Fifth,68.43,1357.467420230382
2701,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,91.0,652.1711785322597
2702,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,91.0,652.1711785322597
2703,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,90.0,659.4175249603959
2704,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,90.0,659.4175249603959
2705,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,91.0,652.1711785322597
2706,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,90.0,659.4175249603959
2707,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,90.0,659.4175249603959
2708,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,93.0,638.1459918971573
2709,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,93.0,638.1459918971573
2710,10/14/2014,74184.47155804452,Completed,Unit,Flat,Business Bay,57.02,1301.0254569983254
2711,10/19/2014,408014.5935692449,Completed,Building,Villa,Al Hebiah First,1003.44,406.61583509651285
2712,10/19/2014,157642.00206084462,Completed,Unit,Flat,Marsa Dubai,141.03,1117.7905556324513
2713,10/19/2014,43898.66104447284,Completed,Unit,Flat,Al Warsan First,73.3,598.8903280282789
2714,10/21/2014,192879.62605091577,Completed,Unit,Flat,Marsa Dubai,174.87,1102.988654720168
2715,10/21/2014,704752.479801423,Completed,Unit,Flat,Burj Khalifa,177.35,3973.794642240897
2716,10/23/2014,182864.72239057976,Completed,Unit,Flat,Burj Khalifa,141.4,1293.244147033803
2717,10/23/2014,64688.859198614824,Completed,Unit,Flat,Al Thanyah Fifth,77.35,836.3136289413682
2718,10/26/2014,31102.136438596397,Completed,Unit,Flat,Wadi Al Safa 5,41.0,758.5886936243023
2719,10/26/2014,47732.06942776324,Completed,Unit,Flat,Wadi Al Safa 2,74.72,638.8124923415852
2720,10/30/2014,89402.59986899022,Completed,Unit,Office,Al Thanyah First,143.54,622.841019012054
2724,11/13/2014,270997.80339779716,Completed,Unit,Flat,Burj Khalifa,130.53,2076.134248048703
2725,09/30/2014,469613.6695274672,Completed,Unit,Flat,Marsa Dubai,452.39,1038.0726132926618
2726,09/30/2014,87696.13446974053,Completed,Unit,Office,Al Thanyah First,84.48,1038.0697735527997
2729,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,89.0,666.8267106341082
2730,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,93.0,638.1459918971573
2731,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,92.0,645.0823613743003
2732,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,93.0,638.1459918971573
2733,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,89.0,666.8267106341082
2734,10/13/2014,59347.57724643563,Completed,Unit,Flat,Jabal Ali First,89.0,666.8267106341082
2735,10/13/2014,192879.62605091577,Completed,Unit,Office,Burj Khalifa,244.1,790.1664319988356
2736,10/13/2014,148368.94311608904,Completed,Unit,Office,Burj Khalifa,188.56,786.8526894149821
2737,10/13/2014,112018.55205264724,Completed,Unit,Office,Burj Khalifa,140.33,798.2509231999375
2738,10/13/2014,203413.8210121581,Completed,Unit,Flat,Marsa Dubai,127.4,1596.6547960137998
2739,10/14/2014,289319.43907637364,Completed,Building,Villa,Al Thanayah Fourth,256.66,1127.2478729695847
2740,10/14/2014,252227.20329735137,Completed,Unit,Flat,Palm Jumeirah,185.22,1361.7708848793402
2741,10/15/2014,66766.02440224007,Completed,Unit,Flat,Al Hebiah Fourth,74.89,891.5212231571649
2742,10/20/2014,178042.73173930688,Completed,Unit,Flat,Palm Jumeirah,186.94,952.4057544629661
2743,10/21/2014,252227.20329735137,Completed,Unit,Flat,Marsa Dubai,227.66,1107.91181277937
2744,10/22/2014,185461.1788951113,Completed,Unit,Flat,Palm Jumeirah,158.79,1167.9651041949198
2745,10/23/2014,185461.1788951113,Completed,Unit,Flat,Palm Jumeirah,106.34,1744.0396736421976
2746,10/26/2014,40724.23332203256,Completed,Unit,Flat,Al Warsan First,68.0,598.8857841475376
2747,10/29/2014,185461.1788951113,Completed,Unit,Flat,Burj Khalifa,114.64,1617.7702276265816
2753,11/13/2014,390808.2472360721,Completed,Unit,Flat,Palm Jumeirah,163.14,2395.5390905729564
2754,09/30/2014,255245.32433821887,Completed,Unit,Flat,Marsa Dubai,127.86,1996.2875358847089
2756,10/14/2014,38946.847567973375,Completed,Unit,Flat,Al Warsan First,67.0,581.2962323578116
2757,10/14/2014,222553.4146741336,Completed,Unit,Flat,Marsa Dubai,200.79,1108.3889370692445
2758,10/14/2014,38946.847567973375,Completed,Unit,Flat,Al Warsan First,70.0,556.383536685334
2759,10/14/2014,215134.96751832913,Completed,Unit,Flat,Burj Khalifa,160.35,1341.658668651881
2760,10/15/2014,178042.73173930688,Completed,Unit,Flat,Marsa Dubai,126.44,1408.1203079666789
2761,10/16/2014,497035.95943889837,Completed,Unit,Flat,Marsa Dubai,232.07,2141.7501591713635
2762,10/21/2014,33383.01220112004,Completed,Unit,Flat,Nad Al Shiba,43.7,763.9133226800923
2763,10/21/2014,1335320.4880448014,Completed,Building,Villa,Palm Jumeirah,642.24,2079.161198375687
2764,10/23/2014,129822.82522657792,Completed,Unit,Flat,Al Thanyah Fifth,138.95,934.3132438040873
2765,10/23/2014,61721.48033629305,Completed,Unit,Flat,Jabal Ali,91.0,678.2580256735499
